,parameters_2019,precision_2019,parameters_2018,precision_2018,parameters_2017,precision_2017,mean
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9938650306748467,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9750644883920895,0.9896431730223121
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9939130434782608,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9748917748917749,0.9896016061233452
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",0.9938542581211589,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",0.9746835443037974,0.9895126008083187
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9927302100161551,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9757023538344722,0.9894775212835425
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9935956084172004,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'random_state': 0}",0.9743808710503843,0.9893254931558616
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",0.993607305936073,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 5, 'random_state': 0}",0.9729043183742591,0.988837208103444
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9935117599351176,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9723899913718723,0.9886339171023301
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9936823104693141,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'random_state': 0}",0.9719626168224299,0.988548309097248
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9956498096791735,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9884769539078156,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.944110060189166,0.9760789412587183
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9961811238406983,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9887983706720977,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9428083653435766,0.9759292866187909
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9950953678474115,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9874560963371801,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9447585906916051,0.9757700182920656
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9951219512195122,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.988,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9439692044482464,0.9756970518892528
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.994544462629569,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.987012987012987,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9453836150845254,0.9756470215756939
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9956686518678939,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9878542510121457,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9424552429667519,0.9753260486155971
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9945504087193461,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9869477911646586,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9389671361502347,0.9734884453447465
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.993421052631579,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.985126425384234,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9400590966652596,0.9728688582270242
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9946265448683503,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9853372434017595,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.937447168216399,0.9724703188288363
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9941113490364025,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.986822840409956,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9361792054099747,0.9723711316187776
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9951820128479657,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9867970660146699,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9344193817878028,0.9721328202168128
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9935863174772849,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.98539435248296,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9372631578947368,0.9720812759516605
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9924406047516199,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.988988988988989,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9346567411083541,0.9720287782829877
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9946207638515331,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9862677783227072,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.934521342726896,0.9718032949670454
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9930629669156884,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.985874330248417,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.935064935064935,0.9713340774096801
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9935240151106314,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.9878404669260701,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 10, 'random_state': 0}",0.931978432185815,0.9711143047408388
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.991332611050921,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9844584749878582,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 2, 'random_state': 0}",0.9344398340248963,0.9700769733545584
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9924242424242424,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9855072463768116,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 5, 'random_state': 0}",0.9313886606409203,0.9697733831473249
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 1000, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.6666666666666666
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.3333333333333333
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.3333333333333333
0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",1.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 600, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.3333333333333333
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 1000, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 5, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 10, 'random_state': 0}",0.0,0.0
0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 2, 'random_state': 0}",0.0,0.0
